Timestamp,AF3,AF4,F3,F4,F7,F8,T7,T8,P7,P8,O1,O2,C3,C4,Stimulus,Internal Clock,Annotation
-1.9980034828186035,16.599439066667202,112.29101098919716,225.8246013642247,311.69080530863647,427.1933062777909,504.4043110783391,610.0074843810546,701.3024380300188,849.8865505891309,921.1842536243968,1040.4648541139418,1126.0885061379688,1198.5768116718282,1344.6955012157223,,-1.9980034828186035,
-0.2422220706939697,38.79407391381248,129.67677500126015,237.3427625421764,332.88258163698515,440.1511192194939,524.8150932621215,617.4412120508993,711.5992899155935,807.038096055456,907.7690102481612,1005.676088502607,1111.0092190729065,1229.3927861386974,1328.9627543343015,,-0.2422220706939697,
1.980236530303955,12.591890716780217,113.69394817837514,231.7906417756948,315.55388512282764,419.7744059122115,522.0443231850887,603.0946650467561,741.6530917022218,836.3899433001282,926.735000857914,1025.4810287731532,1122.9334594826792,1238.045659687033,1331.597715219114,,1.980236530303955,High Variability in EEG
4.222274541854858,11.856826168230524,112.496064145059,210.045296913867,323.0542249891784,416.4851968952672,522.6936675987547,636.6136197767437,734.5405882134153,831.0294273728423,938.2982012968082,1035.545767613175,1146.9957469128024,1228.868487802228,1324.9298310323763,,4.222274541854858,High Variability in EEG
6.316978216171265,33.42535909187468,114.64639964743245,233.82833269418404,328.8042524583953,401.3794921265767,500.0841956903321,643.3641746310713,713.9156198195316,825.7133173076033,943.6428806736126,1009.2099816678516,1134.3342920423772,1219.6809683810293,1338.2412152986235,,6.316978216171265,High Variability in EEG
8.185119867324829,29.423151937269846,109.1613730118308,221.37609527100312,296.09559154646047,420.9569375961957,533.707479368932,601.5687444870363,735.1942281573982,834.6275604201668,923.5561398731624,1020.8819084571014,1117.8112908780522,1229.955120500743,1336.021644510935,,8.185119867324829,High Variability in EEG
10.088051557540894,42.55329032752715,123.8038181261386,207.34774885132865,323.04120947161704,410.12686923946274,504.8581458323017,630.2065167662863,712.6734160114814,811.0291951172945,903.5344084268949,1030.431134274835,1121.7541773910652,1235.803627348975,1324.005478546366,,10.088051557540894,High Variability in EEG
12.029755115509031,41.92105711728125,104.38708528034388,230.768124781166,314.6092453704187,429.0898416230423,513.3003109681606,596.4731695981083,714.8813808169019,830.4055775391613,930.6604383823576,1038.051970380094,1146.6110302819943,1227.3054166877012,1330.1864226876537,,12.029755115509031,High Variability in EEG
12.766436576843262,92.12507850538148,190.5850842513939,229.74698459903613,266.9545550282844,343.95192829534307,465.4181653912495,600.6009426130604,717.7324884557863,756.7287328045072,863.8371127384996,983.4657008721804,1173.6710520087076,1308.3578208740685,1289.2406483367788,,12.766436576843262,High Variability in EEG
12.78165864944458,-53.07406402887968,117.54592040190052,174.0893655406962,242.8750770714812,470.7685593995655,493.6192634560408,690.0470901301744,712.5020599462548,823.3995743832623,866.3161237244968,952.746337956885,1165.8523517920391,1260.43548326858,1313.2463281557093,,12.78165864944458,High Variability in EEG
13.047487735748293,25.75608373202565,133.7047483140903,248.89234190863485,337.6420868952821,429.85467665049305,531.5619474681228,649.9391640278825,730.714400803973,833.036532476285,939.522778807327,1030.788907617091,1136.630191132859,1224.927435074507,1332.8745227727038,,13.047487735748293,High Variability in EEG
13.063493490219116,34.92497436980382,137.20132242248084,229.9243431569708,304.02191324465144,428.30374559086994,518.6088997074935,632.806693486444,728.4967559500428,833.5810092443664,892.4098838286604,1006.2713782364503,1117.9022372666404,1215.9304628128864,1322.96547748771,,13.063493490219116,High Variability in EEG
13.235280275344849,29.342666648107485,144.395260740161,221.67306233351343,315.1557922951332,449.718107743625,520.0302924011809,603.5256335019009,717.8183291657976,834.5254904583168,898.4248496158916,1017.5883813076476,1128.5493194451624,1241.025176098446,1304.040805126193,,13.235280275344849,High Variability in EEG
13.251281976699827,25.50378106388219,108.36183864296632,207.90568861875784,331.91750093843154,429.7618951208534,515.9366808935446,636.7641016535646,711.9772094645639,838.5471419453594,930.8151352501158,1040.4731253104655,1123.3168867982945,1226.882217583278,1311.239215761742,,13.251281976699827,High Variability in EEG
13.266731262207031,27.297198144010512,106.9990656940304,230.87234307251163,302.4881773690537,406.8561581549714,534.9024084084651,621.0849636397654,704.2525169686838,841.4196249315285,925.7576481346088,1018.8852144985394,1100.3599997491965,1215.411447190603,1312.2798942936024,,13.266731262207031,High Variability in EEG
13.42892360687256,35.72368220114607,119.13359659493062,196.8645383486156,315.4635660632323,403.1698848640784,499.446789423389,630.1007149451323,721.2387341293219,809.9360682077343,934.3769204069588,1029.0405596399523,1118.2272240374857,1228.9022149576024,1320.161208418676,,13.42892360687256,High Variability in EEG
13.437924146652222,22.490460816440777,118.94202069480528,218.7587432059608,306.29058064709704,426.77760172510415,533.7212366777075,598.417192244211,745.0547423269637,834.8753161442771,934.2184195914664,1032.3760074127847,1117.960961194931,1224.9954927976405,1325.1304901971423,,13.437924146652222,High Variability in EEG
13.453123331069946,16.928896392307728,114.81328776212398,211.318211103832,319.3604097828259,409.58334777499215,523.9095186412807,625.2194466929441,728.2563802400173,832.9655021748188,944.1893398310124,1037.7192506588672,1130.731105514195,1225.2431820672805,1323.6140136791971,,13.453123331069946,High Variability in EEG
13.46822738647461,1.9856048125891803,128.42304130052247,244.4806735524487,329.3610012806352,436.30422956063103,532.7786885090266,614.8602615586466,728.1557738628261,842.6445572157687,908.2306026445152,1016.2989991849064,1122.3365339053978,1204.012823753138,1324.673052278726,,13.46822738647461,High Variability in EEG
13.640807628631592,4.38025485471995,122.52371977192132,231.97503708952155,348.7814606961815,411.1890546197904,517.4689275507047,646.9295115727941,709.6019983718413,837.8064277191759,905.2959344992672,1028.8816555842377,1101.9559978034952,1240.105073657115,1305.2764024089556,,13.640807628631592,High Variability in EEG
13.65680766105652,0.0596550070249444,132.5833399223792,218.20267296308987,309.2303504339448,435.42834366670326,537.3219875212205,629.2556492473367,712.3023979024855,835.5659105036511,930.4845946921488,1003.5618600552148,1138.7704174142057,1226.505037199149,1311.3359768406465,,13.65680766105652,High Variability in EEG
13.687811136245728,5.973612574689886,95.27840896657304,205.4931478626661,308.3082848773503,398.8227428115272,501.1497797049104,599.7882128998726,701.6405545910661,801.9949020375059,904.8392190880014,993.9177679546268,1094.188357099667,1204.233020297953,1300.8236189053655,,13.687811136245728,High Variability in EEG
